"TL","month","year","source","fishingseason","Freq","wtMean"
18,"Sep",2019,"fisher","2019-2020",76,19.9115625
18.5,"Sep",2019,"fisher","2019-2020",88,19.9115625
19,"Sep",2019,"fisher","2019-2020",102,19.9115625
19.5,"Sep",2019,"fisher","2019-2020",111,19.9115625
20,"Sep",2019,"fisher","2019-2020",164,19.9115625
20.5,"Sep",2019,"fisher","2019-2020",175,19.9115625
21,"Sep",2019,"fisher","2019-2020",235,19.9115625
21.5,"Sep",2019,"fisher","2019-2020",185,19.9115625
22,"Sep",2019,"fisher","2019-2020",152,19.9115625
22.5,"Sep",2019,"fisher","2019-2020",67,19.9115625
23,"Sep",2019,"fisher","2019-2020",37,19.9115625
23.5,"Sep",2019,"fisher","2019-2020",15,19.9115625
24,"Sep",2019,"fisher","2019-2020",9,19.9115625
24.5,"Sep",2019,"fisher","2019-2020",3,19.9115625
16,"Oct",2019,"fisher","2019-2020",2,20.234219269103
16.5,"Oct",2019,"fisher","2019-2020",14,20.234219269103
17,"Oct",2019,"fisher","2019-2020",39,20.234219269103
17.5,"Oct",2019,"fisher","2019-2020",21,20.234219269103
18,"Oct",2019,"fisher","2019-2020",31,20.234219269103
18.5,"Oct",2019,"fisher","2019-2020",29,20.234219269103
19,"Oct",2019,"fisher","2019-2020",37,20.234219269103
19.5,"Oct",2019,"fisher","2019-2020",37,20.234219269103
20,"Oct",2019,"fisher","2019-2020",50,20.234219269103
20.5,"Oct",2019,"fisher","2019-2020",48,20.234219269103
21,"Oct",2019,"fisher","2019-2020",109,20.234219269103
21.5,"Oct",2019,"fisher","2019-2020",55,20.234219269103
22,"Oct",2019,"fisher","2019-2020",70,20.234219269103
22.5,"Oct",2019,"fisher","2019-2020",33,20.234219269103
23,"Oct",2019,"fisher","2019-2020",17,20.234219269103
23.5,"Oct",2019,"fisher","2019-2020",5,20.234219269103
24,"Oct",2019,"fisher","2019-2020",1,20.234219269103
24.5,"Oct",2019,"fisher","2019-2020",4,20.234219269103
16,"Nov",2019,"fisher","2019-2020",4,18.9930167597765
16.5,"Nov",2019,"fisher","2019-2020",9,18.9930167597765
17,"Nov",2019,"fisher","2019-2020",28,18.9930167597765
17.5,"Nov",2019,"fisher","2019-2020",38,18.9930167597765
18,"Nov",2019,"fisher","2019-2020",45,18.9930167597765
18.5,"Nov",2019,"fisher","2019-2020",49,18.9930167597765
19,"Nov",2019,"fisher","2019-2020",43,18.9930167597765
19.5,"Nov",2019,"fisher","2019-2020",33,18.9930167597765
20,"Nov",2019,"fisher","2019-2020",37,18.9930167597765
20.5,"Nov",2019,"fisher","2019-2020",25,18.9930167597765
21,"Nov",2019,"fisher","2019-2020",24,18.9930167597765
21.5,"Nov",2019,"fisher","2019-2020",5,18.9930167597765
22,"Nov",2019,"fisher","2019-2020",6,18.9930167597765
22.5,"Nov",2019,"fisher","2019-2020",6,18.9930167597765
23,"Nov",2019,"fisher","2019-2020",6,18.9930167597765
15,"Dec",2019,"fisher","2019-2020",1,19.508904109589
15.5,"Dec",2019,"fisher","2019-2020",2,19.508904109589
16,"Dec",2019,"fisher","2019-2020",1,19.508904109589
16.5,"Dec",2019,"fisher","2019-2020",4,19.508904109589
17,"Dec",2019,"fisher","2019-2020",33,19.508904109589
17.5,"Dec",2019,"fisher","2019-2020",35,19.508904109589
18,"Dec",2019,"fisher","2019-2020",85,19.508904109589
18.5,"Dec",2019,"fisher","2019-2020",59,19.508904109589
19,"Dec",2019,"fisher","2019-2020",105,19.508904109589
19.5,"Dec",2019,"fisher","2019-2020",85,19.508904109589
20,"Dec",2019,"fisher","2019-2020",106,19.508904109589
20.5,"Dec",2019,"fisher","2019-2020",50,19.508904109589
21,"Dec",2019,"fisher","2019-2020",84,19.508904109589
21.5,"Dec",2019,"fisher","2019-2020",34,19.508904109589
22,"Dec",2019,"fisher","2019-2020",31,19.508904109589
22.5,"Dec",2019,"fisher","2019-2020",8,19.508904109589
23,"Dec",2019,"fisher","2019-2020",3,19.508904109589
23.5,"Dec",2019,"fisher","2019-2020",2,19.508904109589
24,"Dec",2019,"fisher","2019-2020",2,19.508904109589
17,"Jan",2020,"fisher","2019-2020",11,19.5967741935484
17.5,"Jan",2020,"fisher","2019-2020",4,19.5967741935484
18,"Jan",2020,"fisher","2019-2020",11,19.5967741935484
18.5,"Jan",2020,"fisher","2019-2020",15,19.5967741935484
19,"Jan",2020,"fisher","2019-2020",25,19.5967741935484
19.5,"Jan",2020,"fisher","2019-2020",21,19.5967741935484
20,"Jan",2020,"fisher","2019-2020",20,19.5967741935484
20.5,"Jan",2020,"fisher","2019-2020",11,19.5967741935484
21,"Jan",2020,"fisher","2019-2020",13,19.5967741935484
21.5,"Jan",2020,"fisher","2019-2020",15,19.5967741935484
22,"Jan",2020,"fisher","2019-2020",8,19.5967741935484
23.5,"Jan",2020,"fisher","2019-2020",1,19.5967741935484
13,"Feb",2020,"fisher","2019-2020",2,18.1629353233831
13.5,"Feb",2020,"fisher","2019-2020",2,18.1629353233831
14,"Feb",2020,"fisher","2019-2020",19,18.1629353233831
14.5,"Feb",2020,"fisher","2019-2020",19,18.1629353233831
15,"Feb",2020,"fisher","2019-2020",48,18.1629353233831
15.5,"Feb",2020,"fisher","2019-2020",18,18.1629353233831
16,"Feb",2020,"fisher","2019-2020",17,18.1629353233831
16.5,"Feb",2020,"fisher","2019-2020",4,18.1629353233831
17,"Feb",2020,"fisher","2019-2020",15,18.1629353233831
17.5,"Feb",2020,"fisher","2019-2020",12,18.1629353233831
18,"Feb",2020,"fisher","2019-2020",30,18.1629353233831
18.5,"Feb",2020,"fisher","2019-2020",15,18.1629353233831
19,"Feb",2020,"fisher","2019-2020",39,18.1629353233831
19.5,"Feb",2020,"fisher","2019-2020",16,18.1629353233831
20,"Feb",2020,"fisher","2019-2020",50,18.1629353233831
20.5,"Feb",2020,"fisher","2019-2020",28,18.1629353233831
21,"Feb",2020,"fisher","2019-2020",33,18.1629353233831
21.5,"Feb",2020,"fisher","2019-2020",17,18.1629353233831
22,"Feb",2020,"fisher","2019-2020",9,18.1629353233831
22.5,"Feb",2020,"fisher","2019-2020",6,18.1629353233831
23,"Feb",2020,"fisher","2019-2020",3,18.1629353233831
12.5,"Aug",2019,"processor","2019-2020",50,18.802952588351
14,"Aug",2019,"processor","2019-2020",96,18.802952588351
14.5,"Aug",2019,"processor","2019-2020",283,18.802952588351
15,"Aug",2019,"processor","2019-2020",3586,18.802952588351
15.5,"Aug",2019,"processor","2019-2020",5588,18.802952588351
16,"Aug",2019,"processor","2019-2020",6273,18.802952588351
16.5,"Aug",2019,"processor","2019-2020",9028,18.802952588351
17,"Aug",2019,"processor","2019-2020",15228,18.802952588351
17.5,"Aug",2019,"processor","2019-2020",11151,18.802952588351
18,"Aug",2019,"processor","2019-2020",19846,18.802952588351
18.5,"Aug",2019,"processor","2019-2020",14197,18.802952588351
19,"Aug",2019,"processor","2019-2020",19413,18.802952588351
19.5,"Aug",2019,"processor","2019-2020",12383,18.802952588351
20,"Aug",2019,"processor","2019-2020",24344,18.802952588351
20.5,"Aug",2019,"processor","2019-2020",8982,18.802952588351
21,"Aug",2019,"processor","2019-2020",18774,18.802952588351
21.5,"Aug",2019,"processor","2019-2020",4598,18.802952588351
22,"Aug",2019,"processor","2019-2020",5173,18.802952588351
22.5,"Aug",2019,"processor","2019-2020",1035,18.802952588351
23,"Aug",2019,"processor","2019-2020",777,18.802952588351
23.5,"Aug",2019,"processor","2019-2020",121,18.802952588351
13,"Sep",2019,"processor","2019-2020",48,18.9900944907111
14,"Sep",2019,"processor","2019-2020",441,18.9900944907111
14.5,"Sep",2019,"processor","2019-2020",278,18.9900944907111
15,"Sep",2019,"processor","2019-2020",1525,18.9900944907111
15.5,"Sep",2019,"processor","2019-2020",1130,18.9900944907111
16,"Sep",2019,"processor","2019-2020",5498,18.9900944907111
16.5,"Sep",2019,"processor","2019-2020",8369,18.9900944907111
17,"Sep",2019,"processor","2019-2020",15353,18.9900944907111
17.5,"Sep",2019,"processor","2019-2020",9956,18.9900944907111
18,"Sep",2019,"processor","2019-2020",11943,18.9900944907111
18.5,"Sep",2019,"processor","2019-2020",6565,18.9900944907111
19,"Sep",2019,"processor","2019-2020",7175,18.9900944907111
19.5,"Sep",2019,"processor","2019-2020",6024,18.9900944907111
20,"Sep",2019,"processor","2019-2020",9170,18.9900944907111
20.5,"Sep",2019,"processor","2019-2020",8530,18.9900944907111
21,"Sep",2019,"processor","2019-2020",13321,18.9900944907111
21.5,"Sep",2019,"processor","2019-2020",8234,18.9900944907111
22,"Sep",2019,"processor","2019-2020",6613,18.9900944907111
22.5,"Sep",2019,"processor","2019-2020",1911,18.9900944907111
23,"Sep",2019,"processor","2019-2020",1589,18.9900944907111
23.5,"Sep",2019,"processor","2019-2020",557,18.9900944907111
24,"Sep",2019,"processor","2019-2020",650,18.9900944907111
13,"Oct",2019,"processor","2019-2020",23,20.0601843746717
14,"Oct",2019,"processor","2019-2020",579,20.0601843746717
14.5,"Oct",2019,"processor","2019-2020",113,20.0601843746717
15,"Oct",2019,"processor","2019-2020",1622,20.0601843746717
15.5,"Oct",2019,"processor","2019-2020",440,20.0601843746717
16,"Oct",2019,"processor","2019-2020",2759,20.0601843746717
16.5,"Oct",2019,"processor","2019-2020",1410,20.0601843746717
17,"Oct",2019,"processor","2019-2020",7369,20.0601843746717
17.5,"Oct",2019,"processor","2019-2020",4232,20.0601843746717
18,"Oct",2019,"processor","2019-2020",14179,20.0601843746717
18.5,"Oct",2019,"processor","2019-2020",7197,20.0601843746717
19,"Oct",2019,"processor","2019-2020",21293,20.0601843746717
19.5,"Oct",2019,"processor","2019-2020",15265,20.0601843746717
20,"Oct",2019,"processor","2019-2020",25188,20.0601843746717
20.5,"Oct",2019,"processor","2019-2020",21536,20.0601843746717
21,"Oct",2019,"processor","2019-2020",25946,20.0601843746717
21.5,"Oct",2019,"processor","2019-2020",17240,20.0601843746717
22,"Oct",2019,"processor","2019-2020",17246,20.0601843746717
22.5,"Oct",2019,"processor","2019-2020",9497,20.0601843746717
23,"Oct",2019,"processor","2019-2020",3959,20.0601843746717
23.5,"Oct",2019,"processor","2019-2020",2298,20.0601843746717
24,"Oct",2019,"processor","2019-2020",306,20.0601843746717
25,"Oct",2019,"processor","2019-2020",116,20.0601843746717
25.5,"Oct",2019,"processor","2019-2020",106,20.0601843746717
14,"Nov",2019,"processor","2019-2020",48,19.5015432652622
15,"Nov",2019,"processor","2019-2020",558,19.5015432652622
15.5,"Nov",2019,"processor","2019-2020",713,19.5015432652622
16,"Nov",2019,"processor","2019-2020",3364,19.5015432652622
16.5,"Nov",2019,"processor","2019-2020",4391,19.5015432652622
17,"Nov",2019,"processor","2019-2020",8225,19.5015432652622
17.5,"Nov",2019,"processor","2019-2020",9141,19.5015432652622
18,"Nov",2019,"processor","2019-2020",15679,19.5015432652622
18.5,"Nov",2019,"processor","2019-2020",12621,19.5015432652622
19,"Nov",2019,"processor","2019-2020",19214,19.5015432652622
19.5,"Nov",2019,"processor","2019-2020",16203,19.5015432652622
20,"Nov",2019,"processor","2019-2020",20843,19.5015432652622
20.5,"Nov",2019,"processor","2019-2020",12696,19.5015432652622
21,"Nov",2019,"processor","2019-2020",18228,19.5015432652622
21.5,"Nov",2019,"processor","2019-2020",9102,19.5015432652622
22,"Nov",2019,"processor","2019-2020",9395,19.5015432652622
22.5,"Nov",2019,"processor","2019-2020",3528,19.5015432652622
23,"Nov",2019,"processor","2019-2020",1622,19.5015432652622
23.5,"Nov",2019,"processor","2019-2020",727,19.5015432652622
24,"Nov",2019,"processor","2019-2020",594,19.5015432652622
24.5,"Nov",2019,"processor","2019-2020",286,19.5015432652622
12.5,"Dec",2019,"processor","2019-2020",24,19.2324658111188
14,"Dec",2019,"processor","2019-2020",261,19.2324658111188
14.5,"Dec",2019,"processor","2019-2020",499,19.2324658111188
15,"Dec",2019,"processor","2019-2020",749,19.2324658111188
15.5,"Dec",2019,"processor","2019-2020",1082,19.2324658111188
16,"Dec",2019,"processor","2019-2020",2205,19.2324658111188
16.5,"Dec",2019,"processor","2019-2020",2581,19.2324658111188
17,"Dec",2019,"processor","2019-2020",4934,19.2324658111188
17.5,"Dec",2019,"processor","2019-2020",4412,19.2324658111188
18,"Dec",2019,"processor","2019-2020",6808,19.2324658111188
18.5,"Dec",2019,"processor","2019-2020",4761,19.2324658111188
19,"Dec",2019,"processor","2019-2020",8355,19.2324658111188
19.5,"Dec",2019,"processor","2019-2020",9182,19.2324658111188
20,"Dec",2019,"processor","2019-2020",11846,19.2324658111188
20.5,"Dec",2019,"processor","2019-2020",6898,19.2324658111188
21,"Dec",2019,"processor","2019-2020",7519,19.2324658111188
21.5,"Dec",2019,"processor","2019-2020",3165,19.2324658111188
22,"Dec",2019,"processor","2019-2020",4307,19.2324658111188
22.5,"Dec",2019,"processor","2019-2020",427,19.2324658111188
23,"Dec",2019,"processor","2019-2020",254,19.2324658111188
23.5,"Dec",2019,"processor","2019-2020",110,19.2324658111188
24,"Dec",2019,"processor","2019-2020",113,19.2324658111188
26,"Dec",2019,"processor","2019-2020",116,19.2324658111188
27,"Dec",2019,"processor","2019-2020",120,19.2324658111188
15,"Jan",2020,"processor","2019-2020",77,19.3094087715613
15.5,"Jan",2020,"processor","2019-2020",147,19.3094087715613
16,"Jan",2020,"processor","2019-2020",951,19.3094087715613
16.5,"Jan",2020,"processor","2019-2020",846,19.3094087715613
17,"Jan",2020,"processor","2019-2020",4601,19.3094087715613
17.5,"Jan",2020,"processor","2019-2020",2149,19.3094087715613
18,"Jan",2020,"processor","2019-2020",11231,19.3094087715613
18.5,"Jan",2020,"processor","2019-2020",6914,19.3094087715613
19,"Jan",2020,"processor","2019-2020",15730,19.3094087715613
19.5,"Jan",2020,"processor","2019-2020",8459,19.3094087715613
20,"Jan",2020,"processor","2019-2020",16483,19.3094087715613
20.5,"Jan",2020,"processor","2019-2020",4359,19.3094087715613
21,"Jan",2020,"processor","2019-2020",8848,19.3094087715613
21.5,"Jan",2020,"processor","2019-2020",1742,19.3094087715613
22,"Jan",2020,"processor","2019-2020",2482,19.3094087715613
23,"Jan",2020,"processor","2019-2020",667,19.3094087715613
17,"Feb",2020,"processor","2019-2020",48,20.0514449427005
17.5,"Feb",2020,"processor","2019-2020",45,20.0514449427005
18,"Feb",2020,"processor","2019-2020",150,20.0514449427005
18.5,"Feb",2020,"processor","2019-2020",219,20.0514449427005
19,"Feb",2020,"processor","2019-2020",348,20.0514449427005
19.5,"Feb",2020,"processor","2019-2020",244,20.0514449427005
20,"Feb",2020,"processor","2019-2020",1349,20.0514449427005
20.5,"Feb",2020,"processor","2019-2020",522,20.0514449427005
21,"Feb",2020,"processor","2019-2020",835,20.0514449427005
21.5,"Feb",2020,"processor","2019-2020",85,20.0514449427005
22,"Feb",2020,"processor","2019-2020",169,20.0514449427005
15,"Jul",2020,"fisher","2020-2021",0,19.8753161355589
15.5,"Jul",2020,"fisher","2020-2021",1,19.8753161355589
16,"Jul",2020,"fisher","2020-2021",11,19.8753161355589
16.5,"Jul",2020,"fisher","2020-2021",18,19.8753161355589
17,"Jul",2020,"fisher","2020-2021",58,19.8753161355589
17.5,"Jul",2020,"fisher","2020-2021",101,19.8753161355589
18,"Jul",2020,"fisher","2020-2021",149,19.8753161355589
18.5,"Jul",2020,"fisher","2020-2021",153,19.8753161355589
19,"Jul",2020,"fisher","2020-2021",175,19.8753161355589
19.5,"Jul",2020,"fisher","2020-2021",153,19.8753161355589
20,"Jul",2020,"fisher","2020-2021",252,19.8753161355589
20.5,"Jul",2020,"fisher","2020-2021",238,19.8753161355589
21,"Jul",2020,"fisher","2020-2021",341,19.8753161355589
21.5,"Jul",2020,"fisher","2020-2021",145,19.8753161355589
22,"Jul",2020,"fisher","2020-2021",144,19.8753161355589
22.5,"Jul",2020,"fisher","2020-2021",21,19.8753161355589
23,"Jul",2020,"fisher","2020-2021",14,19.8753161355589
23.5,"Jul",2020,"fisher","2020-2021",3,19.8753161355589
15,"Aug",2020,"fisher","2020-2021",0,20.0787259615385
15.5,"Aug",2020,"fisher","2020-2021",0,20.0787259615385
16,"Aug",2020,"fisher","2020-2021",1,20.0787259615385
16.5,"Aug",2020,"fisher","2020-2021",1,20.0787259615385
17,"Aug",2020,"fisher","2020-2021",26,20.0787259615385
17.5,"Aug",2020,"fisher","2020-2021",54,20.0787259615385
18,"Aug",2020,"fisher","2020-2021",85,20.0787259615385
18.5,"Aug",2020,"fisher","2020-2021",87,20.0787259615385
19,"Aug",2020,"fisher","2020-2021",178,20.0787259615385
19.5,"Aug",2020,"fisher","2020-2021",177,20.0787259615385
20,"Aug",2020,"fisher","2020-2021",268,20.0787259615385
20.5,"Aug",2020,"fisher","2020-2021",267,20.0787259615385
21,"Aug",2020,"fisher","2020-2021",241,20.0787259615385
21.5,"Aug",2020,"fisher","2020-2021",115,20.0787259615385
22,"Aug",2020,"fisher","2020-2021",109,20.0787259615385
22.5,"Aug",2020,"fisher","2020-2021",32,20.0787259615385
23,"Aug",2020,"fisher","2020-2021",15,20.0787259615385
23.5,"Aug",2020,"fisher","2020-2021",7,20.0787259615385
24,"Aug",2020,"fisher","2020-2021",1,20.0787259615385
15,"Sep",2020,"fisher","2020-2021",0,20.2284429914181
15.5,"Sep",2020,"fisher","2020-2021",4,20.2284429914181
16,"Sep",2020,"fisher","2020-2021",0,20.2284429914181
16.5,"Sep",2020,"fisher","2020-2021",19,20.2284429914181
17,"Sep",2020,"fisher","2020-2021",40,20.2284429914181
17.5,"Sep",2020,"fisher","2020-2021",62,20.2284429914181
18,"Sep",2020,"fisher","2020-2021",104,20.2284429914181
18.5,"Sep",2020,"fisher","2020-2021",187,20.2284429914181
19,"Sep",2020,"fisher","2020-2021",218,20.2284429914181
19.5,"Sep",2020,"fisher","2020-2021",244,20.2284429914181
20,"Sep",2020,"fisher","2020-2021",312,20.2284429914181
20.5,"Sep",2020,"fisher","2020-2021",312,20.2284429914181
21,"Sep",2020,"fisher","2020-2021",316,20.2284429914181
21.5,"Sep",2020,"fisher","2020-2021",251,20.2284429914181
22,"Sep",2020,"fisher","2020-2021",191,20.2284429914181
22.5,"Sep",2020,"fisher","2020-2021",114,20.2284429914181
23,"Sep",2020,"fisher","2020-2021",52,20.2284429914181
23.5,"Sep",2020,"fisher","2020-2021",18,20.2284429914181
24,"Sep",2020,"fisher","2020-2021",2,20.2284429914181
24.5,"Sep",2020,"fisher","2020-2021",1,20.2284429914181
15,"Oct",2020,"fisher","2020-2021",0,20.2767295597484
15.5,"Oct",2020,"fisher","2020-2021",0,20.2767295597484
16,"Oct",2020,"fisher","2020-2021",3,20.2767295597484
16.5,"Oct",2020,"fisher","2020-2021",15,20.2767295597484
17,"Oct",2020,"fisher","2020-2021",21,20.2767295597484
17.5,"Oct",2020,"fisher","2020-2021",39,20.2767295597484
18,"Oct",2020,"fisher","2020-2021",50,20.2767295597484
18.5,"Oct",2020,"fisher","2020-2021",56,20.2767295597484
19,"Oct",2020,"fisher","2020-2021",63,20.2767295597484
19.5,"Oct",2020,"fisher","2020-2021",65,20.2767295597484
20,"Oct",2020,"fisher","2020-2021",100,20.2767295597484
20.5,"Oct",2020,"fisher","2020-2021",124,20.2767295597484
21,"Oct",2020,"fisher","2020-2021",140,20.2767295597484
21.5,"Oct",2020,"fisher","2020-2021",104,20.2767295597484
22,"Oct",2020,"fisher","2020-2021",97,20.2767295597484
22.5,"Oct",2020,"fisher","2020-2021",39,20.2767295597484
23,"Oct",2020,"fisher","2020-2021",30,20.2767295597484
23.5,"Oct",2020,"fisher","2020-2021",6,20.2767295597484
24,"Oct",2020,"fisher","2020-2021",2,20.2767295597484
15,"Nov",2020,"fisher","2020-2021",0,19.5944881889764
15.5,"Nov",2020,"fisher","2020-2021",1,19.5944881889764
16,"Nov",2020,"fisher","2020-2021",7,19.5944881889764
16.5,"Nov",2020,"fisher","2020-2021",13,19.5944881889764
17,"Nov",2020,"fisher","2020-2021",41,19.5944881889764
17.5,"Nov",2020,"fisher","2020-2021",86,19.5944881889764
18,"Nov",2020,"fisher","2020-2021",128,19.5944881889764
18.5,"Nov",2020,"fisher","2020-2021",130,19.5944881889764
19,"Nov",2020,"fisher","2020-2021",165,19.5944881889764
19.5,"Nov",2020,"fisher","2020-2021",109,19.5944881889764
20,"Nov",2020,"fisher","2020-2021",134,19.5944881889764
20.5,"Nov",2020,"fisher","2020-2021",133,19.5944881889764
21,"Nov",2020,"fisher","2020-2021",121,19.5944881889764
21.5,"Nov",2020,"fisher","2020-2021",107,19.5944881889764
22,"Nov",2020,"fisher","2020-2021",48,19.5944881889764
22.5,"Nov",2020,"fisher","2020-2021",31,19.5944881889764
23,"Nov",2020,"fisher","2020-2021",13,19.5944881889764
23.5,"Nov",2020,"fisher","2020-2021",2,19.5944881889764
24,"Nov",2020,"fisher","2020-2021",1,19.5944881889764
15,"Dec",2020,"fisher","2020-2021",0,18.6771894093686
15.5,"Dec",2020,"fisher","2020-2021",23,18.6771894093686
16,"Dec",2020,"fisher","2020-2021",13,18.6771894093686
16.5,"Dec",2020,"fisher","2020-2021",16,18.6771894093686
17,"Dec",2020,"fisher","2020-2021",25,18.6771894093686
17.5,"Dec",2020,"fisher","2020-2021",57,18.6771894093686
18,"Dec",2020,"fisher","2020-2021",58,18.6771894093686
18.5,"Dec",2020,"fisher","2020-2021",60,18.6771894093686
19,"Dec",2020,"fisher","2020-2021",62,18.6771894093686
19.5,"Dec",2020,"fisher","2020-2021",59,18.6771894093686
20,"Dec",2020,"fisher","2020-2021",42,18.6771894093686
20.5,"Dec",2020,"fisher","2020-2021",30,18.6771894093686
21,"Dec",2020,"fisher","2020-2021",29,18.6771894093686
21.5,"Dec",2020,"fisher","2020-2021",7,18.6771894093686
22,"Dec",2020,"fisher","2020-2021",5,18.6771894093686
22.5,"Dec",2020,"fisher","2020-2021",5,18.6771894093686
23,"Dec",2020,"fisher","2020-2021",0,18.6771894093686
23.5,"Dec",2020,"fisher","2020-2021",0,18.6771894093686
24,"Dec",2020,"fisher","2020-2021",0,18.6771894093686
16,"Jan",2020,"processor","2020-2021",90,19.2188133727331
16.5,"Jan",2020,"processor","2020-2021",63,19.2188133727331
17,"Jan",2020,"processor","2020-2021",1298,19.2188133727331
17.5,"Jan",2020,"processor","2020-2021",1798,19.2188133727331
18,"Jan",2020,"processor","2020-2021",6256,19.2188133727331
18.5,"Jan",2020,"processor","2020-2021",6136,19.2188133727331
19,"Jan",2020,"processor","2020-2021",11331,19.2188133727331
19.5,"Jan",2020,"processor","2020-2021",9789,19.2188133727331
20,"Jan",2020,"processor","2020-2021",14536,19.2188133727331
20.5,"Jan",2020,"processor","2020-2021",8571,19.2188133727331
21,"Jan",2020,"processor","2020-2021",8965,19.2188133727331
21.5,"Jan",2020,"processor","2020-2021",3893,19.2188133727331
22,"Jan",2020,"processor","2020-2021",3370,19.2188133727331
22.5,"Jan",2020,"processor","2020-2021",267,19.2188133727331
14,"Jul",2020,"processor","2020-2021",27,19.8023391292955
14.5,"Jul",2020,"processor","2020-2021",103,19.8023391292955
15,"Jul",2020,"processor","2020-2021",999,19.8023391292955
15.5,"Jul",2020,"processor","2020-2021",571,19.8023391292955
16,"Jul",2020,"processor","2020-2021",2716,19.8023391292955
16.5,"Jul",2020,"processor","2020-2021",1570,19.8023391292955
17,"Jul",2020,"processor","2020-2021",8456,19.8023391292955
17.5,"Jul",2020,"processor","2020-2021",5435,19.8023391292955
18,"Jul",2020,"processor","2020-2021",15696,19.8023391292955
18.5,"Jul",2020,"processor","2020-2021",9823,19.8023391292955
19,"Jul",2020,"processor","2020-2021",26313,19.8023391292955
19.5,"Jul",2020,"processor","2020-2021",23603,19.8023391292955
20,"Jul",2020,"processor","2020-2021",35947,19.8023391292955
20.5,"Jul",2020,"processor","2020-2021",25509,19.8023391292955
21,"Jul",2020,"processor","2020-2021",21662,19.8023391292955
21.5,"Jul",2020,"processor","2020-2021",14418,19.8023391292955
22,"Jul",2020,"processor","2020-2021",10804,19.8023391292955
22.5,"Jul",2020,"processor","2020-2021",6072,19.8023391292955
23,"Jul",2020,"processor","2020-2021",2485,19.8023391292955
